id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
2619,1,1,60.99,5,1,0
2620,3,0,0,2,11,0
2621,1,2,95.98,4,3,0
2622,3,2,64.99,0,10,1
2623,1,4,62.99,2,19,0
2624,4,2,63.99,1,3,1
2625,1,4,52.49,4,16,0
2626,3,2,151.98,0,22,0
2627,2,4,72.99,4,20,0
2628,3,0,0,4,23,0
2629,1,5,167.97,5,16,0
2630,1,0,0,1,16,0
2631,1,10,62.99,5,11,0
2632,1,0,0,0,1,0
2633,1,0,0,4,10,1
2634,2,3,64.99,2,5,0
2635,1,0,0,1,6,0
2636,4,0,0,5,12,1
2637,4,8,120.98,1,14,0
2638,1,6,68.99,5,18,0
2639,2,4,61.99,0,28,1
2640,3,1,45.99,0,18,0
2641,1,0,0,2,11,0
2642,3,1,139.98,3,1,0
2643,1,4,71.99,5,22,0
2644,2,0,0,4,19,0
2645,2,0,0,5,3,1
2646,1,1,62.99,3,4,0
2647,1,0,0,4,15,0
2648,3,2,73.99,3,14,0
2649,2,4,62.49,5,12,0
2650,1,6,61.49,5,7,1
2651,1,0,0,2,19,0
2652,1,3,113.98,4,17,0
2653,3,0,0,0,13,1
2654,3,0,0,6,17,1
2655,2,0,0,4,17,0
2656,2,1,185.97,1,8,0
2657,4,4,58.99,0,22,0
2658,2,9,40.99,6,13,0
2659,5,0,0,0,22,0
2660,3,0,0,3,6,0
2661,1,1,41.99,2,1,0
2662,3,6,175.47,5,23,0
2663,2,0,0,1,22,0
2664,3,0,0,4,20,0
2665,3,4,79.99,0,17,0
2666,1,1,66.99,0,3,1
2667,1,1,56.99,2,11,0
2668,1,1,53.49,4,4,0
2669,3,2,74.99,0,17,1
2670,1,1,60.99,1,1,0
2671,1,7,133.98,4,28,0
2672,3,0,0,5,8,0
2673,1,1,53.99,5,6,0
2674,1,0,0,4,14,0
2675,1,15,58.99,4,7,0
2676,1,0,0,0,8,0
2677,1,2,59.99,5,5,1
2678,2,0,0,6,10,0
2679,1,0,0,4,3,1
2680,2,1,105.98,0,18,1
2681,3,4,215.97,6,24,0
2682,2,4,49.49,1,12,0
2683,1,0,0,4,15,0
2684,1,6,62.99,4,4,0
2685,3,3,99.98,1,8,0
2686,1,0,0,1,23,0
2687,1,0,0,4,14,0
2688,1,1,60.99,1,6,0
2689,1,2,120.98,1,6,1
2690,3,0,0,2,13,0
2691,1,3,59.99,4,18,0
2692,3,4,65.99,5,24,0
2693,2,0,0,7,21,0
2694,2,0,0,6,1,0
2695,3,6,163.47,6,13,0
2696,3,0,0,7,21,0
2697,3,4,111.98,1,17,0
2698,3,1,131.97,4,7,1
2699,1,1,123.98,0,11,0
2700,3,5,70.99,0,23,0
2701,1,0,0,4,24,1
2702,4,2,55.99,0,8,0
2703,1,0,0,7,12,0
2704,2,2,143.98,0,9,0
2705,2,5,68.99,2,21,0
2706,1,2,121.98,0,14,0
2707,3,1,63.99,1,21,0
2708,1,1,59.49,7,17,0
2709,3,1,175.47,5,16,1
2710,3,2,70.49,4,25,0
2711,3,5,71.99,1,17,1
2712,1,0,0,7,19,0
2713,1,0,0,0,15,0
2714,2,4,122.98,0,9,0
2715,3,0,0,1,11,0
2716,3,0,0,3,8,1
2717,1,1,93.98,4,11,1
2718,3,0,0,4,3,0
2719,2,2,48.99,6,2,0
2720,1,1,71.99,0,32,0
2721,2,0,0,7,18,0
2722,2,1,135.98,2,8,0
2723,1,1,56.49,2,28,1
2724,3,11,115.98,0,18,0
2725,2,0,0,5,2,1
2726,2,1,52.99,2,17,0
2727,1,2,46.99,0,29,0
2728,1,16,187.47,2,5,0
2729,3,2,36.99,0,21,1
2730,1,2,231.96,5,4,0
2731,1,2,48.49,4,24,1
2732,3,4,215.97,6,24,0
2733,3,1,61.99,0,4,0
2734,1,0,0,1,16,0
2735,3,0,0,0,27,0
2736,4,4,48.99,4,10,0
2737,1,4,55.99,1,13,0
2738,3,1,141.98,3,19,1
2739,4,3,64.99,0,16,0
2740,1,1,55.49,4,5,0
2741,1,0,0,4,6,0
2742,3,6,50.49,0,28,0
2743,1,14,52.99,7,15,0
2744,3,2,108.98,1,16,0
2745,1,0,0,1,16,0
2746,2,1,107.98,6,14,0
2747,4,2,74.49,2,8,1
2748,3,0,0,3,15,0
2749,3,2,60.99,6,20,0
2750,2,5,74.49,4,9,0
2751,3,2,196.47,3,15,1
2752,3,3,184.47,1,21,0
2753,2,1,78.98,5,7,0
2754,1,1,65.99,2,22,1
2755,2,4,65.99,6,6,1
2756,3,2,58.99,2,11,0
2757,2,1,142.98,5,15,0
2758,1,9,32.99,3,3,0
2759,2,1,55.99,5,1,0
2760,3,4,53.99,4,19,1
2761,1,1,117.98,1,12,0
2762,2,1,115.98,5,11,0
2763,3,1,89.98,1,24,0
2764,1,3,36.99,5,25,0
2765,1,0,0,3,17,0
2766,2,1,101.98,5,16,0
2767,1,5,109.98,0,15,1
2768,4,2,113.98,2,9,0
2769,3,10,135.98,2,14,1
2770,1,0,0,4,17,0
2771,2,3,71.99,1,13,1
2772,1,3,59.49,6,17,1
2773,1,0,0,1,15,1
2774,3,2,73.99,7,5,1
2775,1,1,42.99,3,11,0
2776,1,0,0,0,24,0
2777,1,6,48.99,4,15,0
2778,3,0,0,7,3,0
2779,1,4,68.49,7,22,0
2780,4,1,137.98,3,27,0
2781,1,5,48.99,3,20,0
2782,1,7,53.99,5,10,1
2783,4,0,0,0,22,1
2784,1,1,58.49,6,2,1
2785,1,1,71.49,2,15,0
2786,3,6,113.98,4,15,1
2787,3,4,182.97,3,22,0
2788,1,1,52.99,1,11,1
2789,4,1,80.99,7,18,0
2790,3,3,44.49,2,3,0
2791,1,1,170.97,0,18,1
2792,1,0,0,3,1,1
2793,3,10,57.49,4,19,0
2794,2,0,0,3,13,1
2795,3,3,58.99,6,17,0
2796,3,1,50.99,4,12,0
2797,2,2,69.49,4,20,1
2798,3,1,98.98,2,12,0
2799,1,0,0,7,18,0
2800,1,8,66.49,5,2,0
2801,1,0,0,3,14,0
2802,1,1,122.98,6,23,0
2803,1,1,88.98,3,2,0
2804,3,0,0,2,8,0
2805,3,1,127.98,5,9,0
2806,3,1,140.98,3,16,0
2807,1,0,0,2,5,0
2808,2,5,46.99,5,16,0
2809,2,1,52.99,2,17,1
2810,2,7,137.98,5,8,0
2811,4,8,53.99,0,17,0
2812,1,4,191.97,1,12,0
2813,3,0,0,4,14,0
2814,1,2,64.99,7,6,0
2815,3,1,69.49,1,14,0
2816,3,0,0,4,14,0
2817,1,0,0,1,10,0
2818,3,0,0,6,19,0
2819,1,0,0,5,8,0
2820,3,5,150.98,4,25,1
2821,1,11,79.99,1,16,0
2822,3,0,0,4,24,0
2823,1,0,0,6,17,0
2824,1,3,54.99,1,7,0
2825,3,0,0,6,13,1
2826,3,1,63.99,1,14,0
2827,3,0,0,5,21,0
2828,2,0,0,0,6,1
2829,2,3,44.49,5,11,0
2830,5,1,44.49,4,2,0
2831,2,5,49.49,1,20,0
2832,1,0,0,5,19,0
2833,1,0,0,3,10,0
2834,3,3,56.99,1,4,1
2835,3,0,0,3,1,0
2836,1,0,0,6,22,0
2837,1,0,0,1,17,0
2838,3,0,0,3,6,1
2839,3,1,45.49,0,21,1
2840,3,4,54.99,2,14,0
2841,1,5,117.98,0,16,0
2842,1,0,0,1,5,0
2843,1,2,103.98,5,15,1
2844,1,0,0,5,9,1
2845,1,4,57.99,0,14,0
2846,4,2,128.98,5,21,0
2847,2,0,0,5,5,1
2848,2,3,255.96,5,17,0
2849,1,0,0,7,1,1
2850,4,4,52.49,7,21,0
2851,3,0,0,7,16,0
2852,1,0,0,4,5,0
2853,3,2,194.97,1,21,0
2854,5,2,61.49,1,27,0
2855,2,4,59.99,0,17,1
2856,3,0,0,0,18,0
2857,4,2,67.99,5,21,0
2858,3,5,54.99,6,15,0
2859,5,1,63.49,4,15,0
2860,1,2,203.97,5,18,0
2861,2,0,0,4,20,0
2862,3,0,0,2,17,1
2863,3,4,49.99,4,23,0
2864,1,3,68.49,5,16,0
2865,3,2,98.98,1,16,0
2866,1,2,66.99,4,11,1
2867,3,2,146.98,1,15,1
2868,2,11,145.98,1,15,0
2869,3,1,159.98,0,13,0
2870,1,1,57.49,0,1,0
2871,3,0,0,4,17,0
2872,3,2,64.99,7,4,1
2873,3,2,76.99,4,17,0
2874,3,2,133.98,6,22,0
2875,3,0,0,4,21,0
2876,2,0,0,1,18,0
2877,1,2,114.98,4,9,1
2878,2,5,70.99,1,1,1
2879,2,3,69.49,0,6,0
2880,1,4,176.97,1,18,0
2881,3,2,59.49,6,2,0
2882,1,0,0,3,14,0
2883,3,0,0,1,1,0
2884,4,1,71.99,7,7,0
2885,1,0,0,4,1,0
2886,1,1,185.97,6,7,0
2887,1,3,64.99,0,24,0
2888,2,2,253.47,4,7,1
2889,1,1,60.99,6,5,0
2890,3,0,0,3,17,1
2891,2,2,56.49,2,24,0
2892,1,1,57.49,7,10,1
2893,1,0,0,7,6,1
2894,1,0,0,6,18,0
2895,3,0,0,3,5,0
2896,1,0,0,5,20,0
2897,2,3,130.98,1,11,0
2898,1,2,117.98,1,6,1
2899,3,3,196.47,4,10,0
2900,2,2,42.49,6,9,0
2901,3,5,65.99,2,19,0
2902,3,4,46.49,1,4,1
2903,3,0,0,2,4,0
2904,1,0,0,1,1,0
2905,1,1,134.97,4,1,0
2906,4,7,173.98,1,5,1
2907,1,1,77.99,7,19,0
2908,2,4,60.49,4,10,0
2909,5,11,77.99,4,17,0
2910,3,1,60.99,3,12,1
2911,1,2,62.99,7,15,0
2912,2,0,0,6,17,0
2913,1,1,54.99,5,8,1
2914,3,0,0,2,14,0
2915,3,3,208.47,0,2,0
2916,1,1,199.47,0,12,0
2917,1,5,64.49,5,12,0
2918,3,0,0,3,14,1
2919,1,3,197.97,1,16,0
2920,3,1,61.49,5,13,0
2921,3,0,0,0,5,0
2922,2,0,0,1,14,0
2923,3,5,107.98,4,7,0
2924,5,3,63.99,2,15,0
2925,1,1,52.49,2,15,0
2926,3,1,131.98,7,22,0
2927,1,2,39.99,6,16,1
2928,3,2,71.99,5,17,0
2929,2,0,0,0,19,0
2930,1,2,61.49,4,21,1
2931,1,0,0,0,21,0
2932,2,1,56.99,3,1,0
2933,2,4,54.49,5,1,0
2934,1,0,0,3,10,0
2935,1,2,62.99,4,21,0
2936,1,0,0,4,14,0
2937,3,3,42.99,4,17,1
2938,2,0,0,1,15,0
2939,2,3,133.98,4,19,0
2940,1,12,196.47,1,18,0
2941,1,0,0,4,13,0
2942,2,1,53.49,7,14,1
2943,2,1,62.99,4,18,0
2944,2,2,145.98,0,19,0
2945,1,0,0,1,9,0
2946,3,3,113.98,6,19,1
2947,2,0,0,3,21,0
2948,1,2,68.99,1,12,1
2949,1,1,45.49,7,6,0
2950,1,0,0,4,11,0
2951,1,1,76.49,0,12,0
2952,1,0,0,2,1,0
2953,1,1,59.49,1,9,0
2954,3,2,70.99,0,7,0
2955,3,4,88.99,4,16,0
2956,1,2,150.98,0,11,0
2957,1,0,0,5,23,0
2958,3,1,59.99,3,21,1
2959,1,0,0,7,15,1
2960,3,5,48.99,4,9,1
2961,2,2,56.49,5,13,0
2962,1,0,0,7,26,0
2963,5,3,55.99,6,13,1
2964,1,3,60.99,3,14,0
2965,2,2,72.99,1,20,0
2966,2,0,0,7,22,0
2967,1,2,60.99,1,2,1
2968,3,1,176.97,7,2,0
2969,1,1,42.99,1,8,0
2970,3,3,143.98,6,14,1
2971,2,7,44.99,0,22,0
2972,3,5,205.47,1,24,0
2973,1,0,0,2,10,0
2974,1,1,61.99,0,4,1
2975,1,3,52.99,4,5,1
2976,1,1,136.98,0,13,0
2977,3,0,0,4,21,1
2978,1,0,0,3,3,1
2979,3,0,0,4,19,0
2980,3,0,0,4,19,0
2981,1,1,59.99,2,12,0
2982,1,0,0,4,6,1
2983,1,1,70.99,5,24,0
2984,1,0,0,4,1,0
2985,1,6,57.99,5,2,0
2986,1,0,0,1,15,0
2987,2,2,169.96,2,21,0
2988,3,0,0,2,7,0
2989,1,5,182.97,4,20,1
2990,3,4,45.99,0,20,0
2991,2,3,71.99,1,7,1
2992,3,0,0,3,17,0
2993,2,0,0,6,12,0
2994,1,3,133.98,2,14,1
2995,4,4,55.99,4,17,1
2996,1,10,115.98,6,2,0
2997,1,1,200.97,4,7,0
2998,1,4,110.98,2,17,0
2999,2,3,48.49,3,7,1
3000,3,1,64.49,5,4,0
3001,2,5,97.98,5,19,1
3002,1,0,0,0,16,1
3003,3,4,48.99,7,18,0
3004,1,6,57.99,0,19,0
3005,3,2,134.97,6,27,0
3006,1,0,0,5,22,0
3007,3,0,0,4,5,1
3008,1,2,62.49,2,15,0
3009,3,3,58.99,0,25,0
3010,2,2,105.98,6,2,0
3011,1,0,0,1,20,0
3012,3,2,67.99,4,12,1
3013,3,4,136.98,2,5,0
3014,3,0,0,5,11,0
3015,1,1,125.98,2,18,0
3016,3,0,0,6,18,0
3017,4,4,54.49,2,14,0
3018,3,0,0,1,1,1
3019,1,4,196.47,1,6,1
3020,2,0,0,0,17,1
3021,1,0,0,5,14,0
3022,1,1,279.96,4,10,1
3023,1,2,58.99,1,15,0
3024,1,0,0,7,20,0
3025,3,0,0,6,8,0
3026,3,3,71.99,7,9,0
3027,4,0,0,7,22,0
3028,4,1,136.98,3,13,0
3029,1,1,60.99,2,15,0
3030,3,3,72.99,5,21,0
3031,3,0,0,1,17,0
3032,1,3,67.49,1,17,0
3033,3,6,66.99,6,13,0
3034,1,1,107.98,0,9,1
3035,1,3,121.98,6,11,1
3036,2,1,70.49,1,12,0
3037,3,1,63.99,1,4,1
3038,1,1,211.47,3,11,1
3039,2,3,145.98,0,20,0
3040,2,0,0,1,3,1
3041,2,3,71.99,4,13,0
3042,3,0,0,7,21,0
3043,3,0,0,5,13,0
3044,3,1,75.49,2,10,0
3045,3,1,161.97,1,18,0
3046,1,0,0,0,19,0
3047,1,1,72.99,4,1,0
3048,2,1,179.97,1,12,1
3049,3,3,68.99,7,24,0
3050,1,6,68.99,2,13,0
3051,1,1,53.99,0,18,0
3052,2,0,0,4,4,1
3053,1,2,91.49,2,26,0
3054,3,1,153.98,4,6,0
3055,3,0,0,0,17,0
3056,1,1,151.98,3,16,0
3057,3,0,0,4,7,0
3058,2,0,0,4,10,0
3059,1,0,0,0,12,0
3060,1,0,0,7,17,1
3061,3,3,59.99,3,14,0
3062,1,4,54.99,4,13,1
3063,3,0,0,7,13,0
3064,3,3,48.49,4,15,0
3065,1,0,0,1,1,0
3066,1,0,0,2,14,0
3067,1,4,77.99,1,19,1
3068,1,6,68.99,3,4,0
3069,3,0,0,5,22,0
3070,2,2,55.49,5,18,0
3071,3,0,0,2,3,0
3072,1,2,50.49,0,10,0
3073,1,3,267.96,1,17,0
3074,1,2,59.99,4,18,1
3075,3,0,0,1,13,0
3076,2,1,60.99,7,17,0
3077,2,1,62.49,1,17,1
3078,3,0,0,4,4,1
3079,1,2,71.99,0,14,0
3080,1,6,110.98,2,8,0
3081,2,1,71.99,4,16,1
3082,4,0,0,6,12,0
3083,3,4,107.98,1,17,0
3084,1,0,0,1,12,1
3085,1,2,143.97,2,12,0
3086,4,0,0,4,4,0
3087,1,2,73.99,7,16,1
3088,1,0,0,4,4,1
3089,3,0,0,1,26,1
3090,1,3,72.49,4,12,0
3091,3,15,70.99,3,19,0
3092,1,2,45.99,6,1,1
3093,3,0,0,4,15,0
3094,2,3,63.99,6,1,0
3095,2,0,0,5,15,1
3096,3,0,0,1,10,1
3097,1,0,0,3,20,0
3098,1,0,0,0,28,1
3099,2,3,41.99,1,17,0
3100,1,0,0,6,13,1
3101,1,1,157.98,6,18,0
3102,3,2,67.99,0,11,0
3103,1,0,0,1,18,0
3104,1,3,65.99,1,13,0
3105,1,0,0,4,21,1
3106,3,2,66.99,4,23,1
3107,1,2,132.98,0,13,0
3108,2,3,131.98,7,15,0
3109,3,1,75.99,3,23,0
3110,1,1,55.99,3,9,0
3111,5,0,0,2,20,0
3112,3,4,62.99,1,23,0
3113,1,0,0,5,26,0
3114,3,3,57.49,7,21,0
3115,1,0,0,0,5,0
3116,1,1,65.99,1,3,1
3117,2,1,63.99,2,16,0
3118,3,13,66.49,0,7,0
3119,3,1,64.99,5,19,0
3120,3,1,54.49,1,1,0
3121,3,2,123.98,2,8,0
3122,3,8,78.99,5,26,0
3123,3,0,0,7,16,1
3124,1,0,0,4,9,1
3125,2,0,0,0,8,0
3126,3,5,63.99,1,16,1
3127,1,2,73.99,1,26,0
3128,2,1,54.99,1,12,1
3129,1,0,0,0,12,0
3130,3,1,49.99,1,13,0
3131,1,0,0,4,13,0
3132,2,3,54.49,2,8,0
3133,2,1,56.49,4,15,0
3134,1,2,50.99,0,4,1
3135,3,2,121.98,1,19,0
3136,3,4,69.49,4,18,0
3137,2,2,67.49,0,29,0
3138,1,1,35.49,7,26,0
3139,3,1,56.99,6,19,0
3140,1,0,0,0,6,0
3141,1,2,67.49,6,17,0
3142,5,1,72.99,0,10,0
3143,3,2,66.99,2,16,0
3144,3,1,58.49,4,16,1
3145,4,0,0,6,5,1
3146,3,0,0,0,26,0
3147,2,3,59.99,4,12,1
3148,4,1,182.97,0,16,0
3149,1,0,0,6,6,1
3150,3,0,0,0,23,0
3151,1,3,50.99,1,14,0
3152,3,3,63.49,6,18,0
3153,5,0,0,4,15,0
3154,2,4,63.99,1,15,1
3155,1,1,67.49,0,20,0
3156,3,15,62.49,1,11,0
3157,3,0,0,1,13,0
3158,1,0,0,6,12,0
3159,3,4,65.49,7,12,1
3160,3,0,0,2,23,0
3161,1,0,0,4,15,0
3162,5,3,45.99,1,13,0
3163,2,2,141.98,6,18,0
3164,2,2,60.99,5,10,1
3165,2,3,109.98,3,2,0
3166,1,1,42.49,5,20,0
3167,3,1,67.49,5,23,0
3168,2,1,214.47,4,2,0
3169,3,1,62.49,1,1,1
3170,2,1,66.99,2,28,0
3171,2,0,0,0,22,0
3172,3,5,58.99,5,18,0
3173,3,2,218.97,0,17,0
3174,3,0,0,6,26,0
3175,3,2,219.96,1,15,0
3176,2,1,55.49,0,7,0
3177,1,5,115.98,0,5,0
3178,3,1,118.98,2,12,0
3179,2,1,54.99,1,18,1
3180,5,3,82.99,6,22,0
3181,3,0,0,4,20,1
3182,3,2,55.49,1,17,1
3183,2,1,73.99,7,18,0
3184,1,0,0,4,20,0
3185,1,1,75.49,0,9,0
3186,1,4,58.99,2,17,0
3187,2,0,0,0,7,0
3188,1,1,54.99,5,1,1
3189,2,3,166.98,4,16,0
3190,3,1,71.99,0,11,1
3191,1,10,57.49,0,17,0
3192,1,1,107.98,3,16,1
3193,2,0,0,1,22,0
3194,3,6,69.49,5,1,0
3195,3,3,45.49,1,18,0
3196,3,1,63.99,6,15,1
3197,1,4,70.49,1,22,0
3198,2,1,62.49,4,32,0
3199,1,1,57.99,1,24,0
3200,3,3,73.49,7,22,0
3201,3,0,0,7,20,0
3202,2,0,0,1,14,0
3203,3,3,63.49,5,17,1
3204,3,3,63.99,7,16,1
3205,1,1,121.98,5,11,0
3206,4,4,69.49,3,13,0
3207,2,8,65.99,5,21,0
3208,2,2,59.99,4,20,0
3209,1,0,0,2,9,0
3210,2,3,97.98,5,19,0
3211,3,1,140.98,4,16,1
3212,1,0,0,6,16,1
3213,3,2,200.97,1,15,0
3214,4,2,166.47,1,24,0
3215,1,1,63.99,0,4,1
3216,4,0,0,3,3,1
3217,5,1,134.98,1,5,1
3218,2,1,70.49,2,3,0
3219,1,1,202.47,7,15,0
3220,1,6,52.99,0,22,0
3221,2,2,52.49,4,8,1
3222,3,1,69.49,7,1,0
3223,1,4,143.98,2,21,1
3224,1,1,71.49,0,19,1
3225,3,1,61.99,2,23,0
3226,3,2,69.99,4,14,1
3227,3,5,72.49,5,12,0
3228,1,0,0,0,6,0
3229,3,0,0,1,5,0
3230,3,5,65.49,1,20,0
3231,3,0,0,2,2,1
3232,3,0,0,6,17,0
3233,1,6,131.98,2,24,0
3234,1,0,0,2,10,1
3235,3,2,69.99,5,31,0
3236,2,3,163.98,0,29,0
3237,3,2,73.99,2,4,0
3238,1,3,47.49,3,5,0
3239,3,0,0,4,16,1
3240,3,2,199.47,3,13,0
3241,1,6,261.96,3,23,0
3242,2,0,0,6,24,0
3243,1,5,64.99,2,25,0
3244,3,0,0,3,21,0
3245,3,2,63.49,0,1,1
3246,3,2,65.99,7,22,0
3247,1,0,0,3,4,1
3248,3,3,62.99,4,15,0
3249,1,5,137.98,4,22,1
3250,5,1,67.49,3,21,1
3251,1,0,0,7,18,0
3252,3,3,59.99,5,13,1
3253,3,2,45.49,4,14,0
3254,3,0,0,2,14,0
3255,1,0,0,3,9,0
3256,3,4,119.98,5,27,1
3257,1,1,121.98,2,3,0
3258,1,2,73.99,0,6,0
3259,1,3,52.99,5,3,0
3260,2,1,43.99,4,16,0
3261,1,0,0,3,23,1
3262,1,2,68.49,5,18,0
3263,1,0,0,2,13,1
3264,3,1,77.49,0,22,0
3265,2,2,61.49,6,17,0
3266,1,3,73.99,3,13,1
3267,2,2,63.49,1,18,0
3268,3,0,0,0,13,0
3269,3,2,146.97,4,12,1
3270,2,2,77.99,4,25,0
3271,2,0,0,6,27,0
3272,3,6,54.49,2,16,0
3273,1,2,68.99,4,5,0
3274,2,1,115.98,4,5,0
3275,1,3,52.99,4,26,0
3276,1,4,91.98,0,17,1
3277,3,3,54.99,5,23,1
3278,1,1,151.98,4,12,1
3279,3,3,63.49,5,14,0
3280,1,3,48.49,2,26,0
3281,1,1,52.49,4,14,1
3282,1,0,0,1,10,1
3283,2,0,0,6,3,0
3284,2,3,65.99,5,17,0
3285,3,4,45.99,2,23,1
3286,2,2,130.98,0,20,0
3287,3,3,55.99,4,16,1
3288,3,6,67.49,0,19,1
3289,1,0,0,1,12,0
3290,3,2,127.98,4,16,1
3291,1,0,0,6,3,1
3292,2,0,0,5,4,0
3293,1,1,42.99,0,4,0
3294,4,3,60.99,7,13,1
3295,3,1,60.99,1,13,0
3296,2,3,194.97,1,7,0
3297,1,0,0,1,22,0
3298,3,14,111.98,1,9,1
3299,3,0,0,5,15,0
3300,2,2,124.98,1,15,0
3301,1,0,0,5,11,0
3302,2,1,199.47,6,13,0
3303,1,1,58.99,3,6,0
3304,3,5,60.99,3,15,0
3305,2,3,65.99,0,13,0
3306,5,6,119.98,1,11,0
3307,1,2,67.49,2,20,0
3308,2,1,72.99,0,17,1
3309,2,0,0,1,16,0
3310,3,0,0,3,19,1
3311,1,11,98.98,0,26,0
3312,2,2,66.49,2,9,0
3313,3,5,75.99,2,17,0
3314,2,2,59.49,1,6,0
3315,1,1,214.47,3,4,0
3316,1,0,0,6,24,0
3317,1,0,0,1,1,0
3318,2,5,67.99,1,1,0
3319,2,4,215.97,1,19,0
3320,1,11,125.97,1,10,0
3321,1,0,0,2,6,0
3322,3,1,57.99,0,11,1
3323,1,3,67.99,4,13,0
3324,2,1,121.98,3,4,0
3325,3,5,53.49,7,16,0
3326,3,3,236.97,5,23,0
3327,1,1,56.99,7,17,0
3328,1,1,66.99,7,5,0
3329,3,7,99.98,3,18,1
3330,1,2,52.49,7,21,0
3331,1,1,54.99,4,7,0
3332,1,1,68.49,4,2,1
3333,1,2,114.98,7,14,0
3334,3,0,0,1,18,0
3335,1,1,199.47,3,17,0
3336,5,0,0,5,2,0
3337,1,2,60.99,1,13,1
3338,1,5,65.99,5,25,0
3339,3,6,130.98,3,9,0
3340,2,3,142.98,0,16,1
3341,1,5,47.99,1,20,0
3342,3,1,62.49,4,18,0
3343,3,0,0,7,14,0
3344,2,0,0,5,20,0
3345,2,0,0,5,31,0
3346,1,9,72.99,1,16,0
3347,1,4,54.49,2,27,0
3348,2,0,0,0,18,0
3349,1,0,0,6,16,0
3350,1,0,0,1,2,1
3351,3,0,0,4,17,0
3352,3,2,51.49,4,10,0
3353,3,7,121.98,6,16,1
3354,3,0,0,2,15,0
3355,3,1,74.99,3,11,0
3356,1,0,0,1,13,0
3357,1,1,62.99,3,5,1
3358,3,0,0,0,23,0
3359,1,2,56.99,0,25,0
3360,1,4,67.99,1,27,0
3361,2,0,0,5,14,0
3362,1,4,40.99,3,12,0
3363,3,2,51.49,5,24,0
3364,4,0,0,1,15,0
3365,2,0,0,5,14,0
3366,1,0,0,4,24,0
3367,3,1,71.49,1,16,0
3368,5,3,48.99,0,6,1
3369,3,0,0,2,16,0
3370,1,2,60.99,1,17,1
3371,2,0,0,3,25,1
3372,2,1,68.49,5,20,1
3373,3,1,104.98,4,20,0
3374,2,0,0,3,24,0
3375,4,14,67.99,7,12,1
3376,1,0,0,2,5,1
3377,3,0,0,1,15,1
3378,3,8,66.99,7,15,1
3379,2,0,0,5,18,0
3380,1,1,64.99,1,15,0
3381,1,1,73.99,4,3,0
3382,1,0,0,1,12,1
3383,3,0,0,5,3,1
3384,1,11,67.49,4,8,1
3385,5,2,38.99,6,4,1
3386,1,1,52.99,3,18,0
3387,1,0,0,1,20,0
3388,1,0,0,5,21,0
3389,2,1,285.96,4,9,1
3390,2,1,57.99,2,11,0
3391,1,2,52.99,5,19,0
3392,2,1,152.98,2,17,0
3393,3,7,236.97,0,17,1
3394,2,2,76.99,4,22,0
3395,1,3,68.99,4,9,0
3396,1,1,55.99,7,8,1
3397,3,0,0,4,13,0
3398,1,1,108.98,4,15,0
3399,2,4,267.96,5,8,0
3400,2,2,62.99,5,2,1
3401,3,1,52.99,5,25,0
3402,1,0,0,6,24,0
3403,1,3,61.99,2,10,1
3404,1,17,165.98,4,17,0
3405,3,3,65.49,0,26,0
3406,1,0,0,4,9,1
3407,1,1,56.99,1,22,0
3408,3,1,188.97,0,16,1
3409,1,5,67.49,0,9,0
3410,2,7,109.98,6,9,0
3411,1,2,56.49,5,18,1
3412,1,4,111.98,2,24,1
3413,1,0,0,0,1,0
3414,1,1,182.97,5,13,0
3415,3,0,0,1,13,0
3416,1,5,58.49,7,10,0
3417,1,2,69.99,5,10,0
3418,3,1,78.99,0,1,0
3419,1,0,0,7,9,1
3420,2,0,0,7,16,0
3421,2,3,93.98,7,5,0
3422,3,5,80.49,0,19,1
3423,3,0,0,6,15,0
3424,3,7,66.99,1,12,1
3425,2,3,155.98,1,1,0
3426,1,1,49.49,0,13,0
3427,3,2,126.98,2,13,1
3428,3,0,0,5,18,0
3429,5,6,63.49,2,7,1
3430,3,3,45.99,7,20,0
3431,4,1,62.49,5,27,0
3432,3,2,60.99,3,12,0
3433,1,0,0,1,1,0
3434,3,1,67.99,5,26,1
3435,1,2,61.99,1,14,1
3436,3,2,73.49,7,25,0
3437,3,0,0,1,10,0
3438,5,9,124.98,6,21,0
3439,1,2,53.99,5,15,0
3440,1,1,58.49,5,15,0
3441,3,0,0,0,23,0
3442,1,3,59.99,2,6,1
3443,1,6,82.99,5,8,0
3444,1,0,0,6,11,1
3445,3,0,0,2,28,0
3446,1,0,0,2,16,0
3447,1,0,0,5,13,1
3448,1,0,0,1,29,0
3449,3,0,0,3,12,0
3450,3,0,0,2,12,0
3451,2,3,55.99,5,3,0
3452,3,0,0,1,21,0
3453,3,10,61.99,5,23,0
3454,2,0,0,5,9,0
3455,2,2,123.98,5,4,0
3456,3,0,0,4,15,0
3457,1,2,52.99,1,18,0
3458,4,0,0,6,5,0
3459,1,1,69.99,0,23,0
3460,1,0,0,0,21,1
3461,2,6,253.96,6,2,1
3462,1,1,59.99,5,19,1
3463,2,2,64.49,1,15,0
3464,3,0,0,2,8,1
3465,1,1,128.98,6,11,0
3466,3,0,0,5,17,0
3467,2,1,93.98,3,16,0
3468,1,0,0,5,21,0
3469,1,1,101.98,3,19,0
3470,2,0,0,2,15,0
3471,1,0,0,6,3,0
